"","locID","upDist","pid","netID","rid","ratio","shreve","addfunccol","Sim_Values","level","tss","t","tss0","ind","y_obs"
"13216",13,31.0521818563729,4273,"1","1708",0.57261542417109,1,0.001,15.3327754327416,15.3327754327416,19.761607043778,214,19.0040140851435,0,19.761607043778
"14213",14,28.8045830294847,4274,"1","1564",0.414148636627942,1,0.001,9.5828562034029,9.5828562034029,15.3341234810896,214,15.651770944247,0,15.3341234810896
"15213",15,21.2029388346528,4275,"1","435",0.768182132160291,4,0.004,6.59947203656725,6.59947203656725,15.7293258776613,214,15.1326029929492,0,15.7293258776613
"16213",16,30.3516161996177,4276,"1","1476",0.630008424399421,1,0.001,9.6580837505327,9.6580837505327,14.4650288307741,214,16.5057819660179,0,14.4650288307741
"17213",17,30.2702846378246,4277,"1","1135",0.792948718415573,1,0.001,7.42560261955035,7.42560261955035,12.9631379444314,214,13.5453392710889,0,12.9631379444314
"18213",18,29.022136351376,4278,"1","1436",0.532850263174623,1,0.001,10.6658210890872,10.6658210890872,15.1947439363296,214,16.1117144903466,0,15.1947439363296
"19213",19,30.3823424493467,4279,"1","1149",0.696436576079577,1,0.001,9.53132071344084,9.53132071344084,15.0464673989549,214,15.2113274810102,0,15.0464673989549
"20213",20,31.6720102016959,4280,"1","1514",0.856525672832504,1,0.001,9.6794912703403,9.6794912703403,16.512951513865,214,16.4734149993366,0,16.512951513865
"11056",1,29.471736440136,4281,"1","1899",0.205482770688832,1,0.001,9.2792965255574,9.2792965255574,16.7482466300393,215,16.3630459376009,0,16.7482466300393
"2214",2,30.737124231642,4282,"1","1702",0.492037729592994,1,0.001,10.9724272217197,10.9724272217197,16.7127669113728,215,16.6264788335064,0,16.7127669113728
"3214",3,22.0627651612401,4283,"1","521",0.333405455807224,2,0.002,10.3844891319815,10.3844891319815,15.9587600142548,215,16.057433804293,0,15.9587600142548
"4214",4,23.2209336512328,4284,"1","871",0.210985886864364,2,0.002,10.6120715781262,10.6120715781262,17.0196979841367,215,16.8101250183347,0,17.0196979841367
"5214",5,23.0868974979216,4285,"1","811",0.068579793674871,2,0.002,12.8206641475793,12.8206641475793,18.0918155534142,215,18.2282801396423,0,18.0918155534142
"6214",6,32.755928357053,4286,"1","1784",0.881160406162962,1,0.001,9.38264415432081,9.38264415432081,15.0246930419979,215,14.7231605149833,0,15.0246930419979
"7214",7,25.8923229741315,4287,"1","977",0.630381611874327,2,0.002,9.14849023994497,9.14849023994497,14.5972249412129,215,15.2351506939731,0,14.5972249412129
"8214",8,15.2738238193213,4288,"1","221",0.004999925848097,8,0.008,11.9171588996673,11.9171588996673,19.0316538761192,215,17.8743556139608,0,19.0316538761192
"9214",9,23.9638140688247,4289,"1","881",0.364043607376516,2,0.002,11.1356569020008,11.1356569020008,16.250105266507,215,16.3896841830816,0,16.250105266507
"10214",10,8.95060600625836,4290,"1","30",0.365083808545023,40,0.04,11.7305230090092,11.7305230090092,17.639175441412,215,17.0980210095196,0,17.639175441412
"11253",11,21.8639637150567,4291,"1","723",0.006795942783356,2,0.002,8.26372361328693,8.26372361328693,15.7841688409564,215,15.4764763411491,0,15.7841688409564
"12230",12,31.4837774451569,4292,"1","1632",0.791592161171138,1,0.001,6.85372967990048,6.85372967990048,14.8373832307188,215,15.2778828820633,0,14.8373832307188
"13217",13,31.0521818563729,4293,"1","1708",0.57261542417109,1,0.001,15.3327754327416,15.3327754327416,19.2140475763691,215,19.0040140851435,0,19.2140475763691
"14214",14,28.8045830294847,4294,"1","1564",0.414148636627942,1,0.001,9.5828562034029,9.5828562034029,15.3949776965863,215,15.651770944247,0,15.3949776965863
"15214",15,21.2029388346528,4295,"1","435",0.768182132160291,4,0.004,6.59947203656725,6.59947203656725,15.4165725863498,215,15.1326029929492,0,15.4165725863498
"16214",16,30.3516161996177,4296,"1","1476",0.630008424399421,1,0.001,9.6580837505327,9.6580837505327,15.3599781965168,215,16.5057819660179,0,15.3599781965168
"17214",17,30.2702846378246,4297,"1","1135",0.792948718415573,1,0.001,7.42560261955035,7.42560261955035,13.2315117137939,215,13.5453392710889,0,13.2315117137939
"18214",18,29.022136351376,4298,"1","1436",0.532850263174623,1,0.001,10.6658210890872,10.6658210890872,15.1460509403343,215,16.1117144903466,0,15.1460509403343
"19214",19,30.3823424493467,4299,"1","1149",0.696436576079577,1,0.001,9.53132071344084,9.53132071344084,15.1532694143604,215,15.2113274810102,0,15.1532694143604
"20214",20,31.6720102016959,4300,"1","1514",0.856525672832504,1,0.001,9.6794912703403,9.6794912703403,15.6251056395245,215,16.4734149993366,0,15.6251056395245
"11057",1,29.471736440136,4301,"1","1899",0.205482770688832,1,0.001,9.2792965255574,9.2792965255574,17.0068617758548,216,16.3630459376009,0,17.0068617758548
"2215",2,30.737124231642,4302,"1","1702",0.492037729592994,1,0.001,10.9724272217197,10.9724272217197,16.984058894626,216,16.6264788335064,0,16.984058894626
"3215",3,22.0627651612401,4303,"1","521",0.333405455807224,2,0.002,10.3844891319815,10.3844891319815,16.8391353363387,216,16.057433804293,0,16.8391353363387
"4215",4,23.2209336512328,4304,"1","871",0.210985886864364,2,0.002,10.6120715781262,10.6120715781262,17.0351633200033,216,16.8101250183347,0,17.0351633200033
"5215",5,23.0868974979216,4305,"1","811",0.068579793674871,2,0.002,12.8206641475793,12.8206641475793,18.2430885423869,216,18.2282801396423,0,18.2430885423869
"6215",6,32.755928357053,4306,"1","1784",0.881160406162962,1,0.001,9.38264415432081,9.38264415432081,14.3707304404302,216,14.7231605149833,0,14.3707304404302
"7215",7,25.8923229741315,4307,"1","977",0.630381611874327,2,0.002,9.14849023994497,9.14849023994497,14.8954408334259,216,15.2351506939731,0,14.8954408334259
"8215",8,15.2738238193213,4308,"1","221",0.004999925848097,8,0.008,11.9171588996673,11.9171588996673,18.7947509861308,216,17.8743556139608,0,18.7947509861308
"9215",9,23.9638140688247,4309,"1","881",0.364043607376516,2,0.002,11.1356569020008,11.1356569020008,16.5046625338956,216,16.3896841830816,0,16.5046625338956
"10215",10,8.95060600625836,4310,"1","30",0.365083808545023,40,0.04,11.7305230090092,11.7305230090092,17.476379623265,216,17.0980210095196,0,17.476379623265
"11254",11,21.8639637150567,4311,"1","723",0.006795942783356,2,0.002,8.26372361328693,8.26372361328693,15.3483631198093,216,15.4764763411491,0,15.3483631198093
"12231",12,31.4837774451569,4312,"1","1632",0.791592161171138,1,0.001,6.85372967990048,6.85372967990048,16.1989282724992,216,15.2778828820633,0,16.1989282724992
"13218",13,31.0521818563729,4313,"1","1708",0.57261542417109,1,0.001,15.3327754327416,15.3327754327416,18.3370297300619,216,19.0040140851435,0,18.3370297300619
"14215",14,28.8045830294847,4314,"1","1564",0.414148636627942,1,0.001,9.5828562034029,9.5828562034029,15.7887964843451,216,15.651770944247,0,15.7887964843451
"15215",15,21.2029388346528,4315,"1","435",0.768182132160291,4,0.004,6.59947203656725,6.59947203656725,15.9066055127458,216,15.1326029929492,0,15.9066055127458
"16215",16,30.3516161996177,4316,"1","1476",0.630008424399421,1,0.001,9.6580837505327,9.6580837505327,16.0726498166623,216,16.5057819660179,0,16.0726498166623
"17215",17,30.2702846378246,4317,"1","1135",0.792948718415573,1,0.001,7.42560261955035,7.42560261955035,13.1468026564805,216,13.5453392710889,0,13.1468026564805
"18215",18,29.022136351376,4318,"1","1436",0.532850263174623,1,0.001,10.6658210890872,10.6658210890872,15.8106206069243,216,16.1117144903466,0,15.8106206069243
"19215",19,30.3823424493467,4319,"1","1149",0.696436576079577,1,0.001,9.53132071344084,9.53132071344084,15.2376312089273,216,15.2113274810102,0,15.2376312089273
"20215",20,31.6720102016959,4320,"1","1514",0.856525672832504,1,0.001,9.6794912703403,9.6794912703403,15.9776770267398,216,16.4734149993366,0,15.9776770267398
"11058",1,29.471736440136,4321,"1","1899",0.205482770688832,1,0.001,9.2792965255574,9.2792965255574,17.4278054080253,217,16.3630459376009,0,17.4278054080253
"2216",2,30.737124231642,4322,"1","1702",0.492037729592994,1,0.001,10.9724272217197,10.9724272217197,17.4742300941537,217,16.6264788335064,0,17.4742300941537
"3216",3,22.0627651612401,4323,"1","521",0.333405455807224,2,0.002,10.3844891319815,10.3844891319815,16.6185621931806,217,16.057433804293,0,16.6185621931806
"4216",4,23.2209336512328,4324,"1","871",0.210985886864364,2,0.002,10.6120715781262,10.6120715781262,17.3079407832228,217,16.8101250183347,0,17.3079407832228
"5216",5,23.0868974979216,4325,"1","811",0.068579793674871,2,0.002,12.8206641475793,12.8206641475793,18.6030647424744,217,18.2282801396423,0,18.6030647424744
"6216",6,32.755928357053,4326,"1","1784",0.881160406162962,1,0.001,9.38264415432081,9.38264415432081,15.2226410213151,217,14.7231605149833,0,15.2226410213151
"7216",7,25.8923229741315,4327,"1","977",0.630381611874327,2,0.002,9.14849023994497,9.14849023994497,15.6109170731434,217,15.2351506939731,0,15.6109170731434
"8216",8,15.2738238193213,4328,"1","221",0.004999925848097,8,0.008,11.9171588996673,11.9171588996673,18.78297144278,217,17.8743556139608,0,18.78297144278
"9216",9,23.9638140688247,4329,"1","881",0.364043607376516,2,0.002,11.1356569020008,11.1356569020008,15.8231230765898,217,16.3896841830816,0,15.8231230765898
"10216",10,8.95060600625836,4330,"1","30",0.365083808545023,40,0.04,11.7305230090092,11.7305230090092,17.2119613698722,217,17.0980210095196,0,17.2119613698722
"11255",11,21.8639637150567,4331,"1","723",0.006795942783356,2,0.002,8.26372361328693,8.26372361328693,15.2469882034228,217,15.4764763411491,0,15.2469882034228
"12232",12,31.4837774451569,4332,"1","1632",0.791592161171138,1,0.001,6.85372967990048,6.85372967990048,15.6677267823544,217,15.2778828820633,0,15.6677267823544
"13219",13,31.0521818563729,4333,"1","1708",0.57261542417109,1,0.001,15.3327754327416,15.3327754327416,18.4410960553817,217,19.0040140851435,0,18.4410960553817
"14216",14,28.8045830294847,4334,"1","1564",0.414148636627942,1,0.001,9.5828562034029,9.5828562034029,16.3606597579053,217,15.651770944247,1,10.1058418528694
"15216",15,21.2029388346528,4335,"1","435",0.768182132160291,4,0.004,6.59947203656725,6.59947203656725,15.3978661918167,217,15.1326029929492,0,15.3978661918167
"16216",16,30.3516161996177,4336,"1","1476",0.630008424399421,1,0.001,9.6580837505327,9.6580837505327,16.2761452265394,217,16.5057819660179,0,16.2761452265394
"17216",17,30.2702846378246,4337,"1","1135",0.792948718415573,1,0.001,7.42560261955035,7.42560261955035,13.7942535768223,217,13.5453392710889,0,13.7942535768223
"18216",18,29.022136351376,4338,"1","1436",0.532850263174623,1,0.001,10.6658210890872,10.6658210890872,16.3592130212952,217,16.1117144903466,0,16.3592130212952
"19216",19,30.3823424493467,4339,"1","1149",0.696436576079577,1,0.001,9.53132071344084,9.53132071344084,14.862596477946,217,15.2113274810102,0,14.862596477946
"20216",20,31.6720102016959,4340,"1","1514",0.856525672832504,1,0.001,9.6794912703403,9.6794912703403,17.3051871816487,217,16.4734149993366,0,17.3051871816487
"11059",1,29.471736440136,4341,"1","1899",0.205482770688832,1,0.001,9.2792965255574,9.2792965255574,17.0010799269109,218,16.3630459376009,0,17.0010799269109
"2217",2,30.737124231642,4342,"1","1702",0.492037729592994,1,0.001,10.9724272217197,10.9724272217197,16.3750564134524,218,16.6264788335064,0,16.3750564134524
"3217",3,22.0627651612401,4343,"1","521",0.333405455807224,2,0.002,10.3844891319815,10.3844891319815,15.5750024149441,218,16.057433804293,0,15.5750024149441
"4217",4,23.2209336512328,4344,"1","871",0.210985886864364,2,0.002,10.6120715781262,10.6120715781262,16.7580707606019,218,16.8101250183347,0,16.7580707606019
"5217",5,23.0868974979216,4345,"1","811",0.068579793674871,2,0.002,12.8206641475793,12.8206641475793,17.9701894046897,218,18.2282801396423,0,17.9701894046897
"6217",6,32.755928357053,4346,"1","1784",0.881160406162962,1,0.001,9.38264415432081,9.38264415432081,15.2496504746192,218,14.7231605149833,0,15.2496504746192
"7217",7,25.8923229741315,4347,"1","977",0.630381611874327,2,0.002,9.14849023994497,9.14849023994497,14.7619900946226,218,15.2351506939731,0,14.7619900946226
"8217",8,15.2738238193213,4348,"1","221",0.004999925848097,8,0.008,11.9171588996673,11.9171588996673,18.5165442103461,218,17.8743556139608,0,18.5165442103461
"9217",9,23.9638140688247,4349,"1","881",0.364043607376516,2,0.002,11.1356569020008,11.1356569020008,15.9535579489092,218,16.3896841830816,0,15.9535579489092
"10217",10,8.95060600625836,4350,"1","30",0.365083808545023,40,0.04,11.7305230090092,11.7305230090092,17.0612469971843,218,17.0980210095196,0,17.0612469971843
"11256",11,21.8639637150567,4351,"1","723",0.006795942783356,2,0.002,8.26372361328693,8.26372361328693,14.9268739905811,218,15.4764763411491,0,14.9268739905811
"12233",12,31.4837774451569,4352,"1","1632",0.791592161171138,1,0.001,6.85372967990048,6.85372967990048,15.2958270083938,218,15.2778828820633,0,15.2958270083938
"13220",13,31.0521818563729,4353,"1","1708",0.57261542417109,1,0.001,15.3327754327416,15.3327754327416,18.8424571314126,218,19.0040140851435,0,18.8424571314126
"14217",14,28.8045830294847,4354,"1","1564",0.414148636627942,1,0.001,9.5828562034029,9.5828562034029,16.3509302756553,218,15.651770944247,0,16.3509302756553
"15217",15,21.2029388346528,4355,"1","435",0.768182132160291,4,0.004,6.59947203656725,6.59947203656725,15.252133354198,218,15.1326029929492,0,15.252133354198
"16217",16,30.3516161996177,4356,"1","1476",0.630008424399421,1,0.001,9.6580837505327,9.6580837505327,15.8355935501645,218,16.5057819660179,0,15.8355935501645
"17217",17,30.2702846378246,4357,"1","1135",0.792948718415573,1,0.001,7.42560261955035,7.42560261955035,14.1191052667442,218,13.5453392710889,0,14.1191052667442
"18217",18,29.022136351376,4358,"1","1436",0.532850263174623,1,0.001,10.6658210890872,10.6658210890872,16.7300927865612,218,16.1117144903466,0,16.7300927865612
"19217",19,30.3823424493467,4359,"1","1149",0.696436576079577,1,0.001,9.53132071344084,9.53132071344084,15.2283468745486,218,15.2113274810102,0,15.2283468745486
"20217",20,31.6720102016959,4360,"1","1514",0.856525672832504,1,0.001,9.6794912703403,9.6794912703403,15.9224577925773,218,16.4734149993366,0,15.9224577925773
"11060",1,29.471736440136,4361,"1","1899",0.205482770688832,1,0.001,9.2792965255574,9.2792965255574,17.2851920815856,219,16.3630459376009,0,17.2851920815856
"2218",2,30.737124231642,4362,"1","1702",0.492037729592994,1,0.001,10.9724272217197,10.9724272217197,15.1957195282307,219,16.6264788335064,0,15.1957195282307
"3218",3,22.0627651612401,4363,"1","521",0.333405455807224,2,0.002,10.3844891319815,10.3844891319815,16.3652594911759,219,16.057433804293,0,16.3652594911759
"4218",4,23.2209336512328,4364,"1","871",0.210985886864364,2,0.002,10.6120715781262,10.6120715781262,16.479224453828,219,16.8101250183347,0,16.479224453828
"5218",5,23.0868974979216,4365,"1","811",0.068579793674871,2,0.002,12.8206641475793,12.8206641475793,17.7073095706467,219,18.2282801396423,0,17.7073095706467
"6218",6,32.755928357053,4366,"1","1784",0.881160406162962,1,0.001,9.38264415432081,9.38264415432081,14.2606706518089,219,14.7231605149833,0,14.2606706518089
"7218",7,25.8923229741315,4367,"1","977",0.630381611874327,2,0.002,9.14849023994497,9.14849023994497,14.5190611466154,219,15.2351506939731,0,14.5190611466154
"8218",8,15.2738238193213,4368,"1","221",0.004999925848097,8,0.008,11.9171588996673,11.9171588996673,18.0272763392125,219,17.8743556139608,0,18.0272763392125
"9218",9,23.9638140688247,4369,"1","881",0.364043607376516,2,0.002,11.1356569020008,11.1356569020008,16.4602831130849,219,16.3896841830816,0,16.4602831130849
"10218",10,8.95060600625836,4370,"1","30",0.365083808545023,40,0.04,11.7305230090092,11.7305230090092,16.9562550876001,219,17.0980210095196,0,16.9562550876001
"11257",11,21.8639637150567,4371,"1","723",0.006795942783356,2,0.002,8.26372361328693,8.26372361328693,15.3440084325915,219,15.4764763411491,0,15.3440084325915
"12234",12,31.4837774451569,4372,"1","1632",0.791592161171138,1,0.001,6.85372967990048,6.85372967990048,15.3477785732876,219,15.2778828820633,0,15.3477785732876
"13221",13,31.0521818563729,4373,"1","1708",0.57261542417109,1,0.001,15.3327754327416,15.3327754327416,19.6708141589716,219,19.0040140851435,0,19.6708141589716
"14218",14,28.8045830294847,4374,"1","1564",0.414148636627942,1,0.001,9.5828562034029,9.5828562034029,15.7995047285797,219,15.651770944247,0,15.7995047285797
"15218",15,21.2029388346528,4375,"1","435",0.768182132160291,4,0.004,6.59947203656725,6.59947203656725,16.2536681659511,219,15.1326029929492,0,16.2536681659511
"16218",16,30.3516161996177,4376,"1","1476",0.630008424399421,1,0.001,9.6580837505327,9.6580837505327,16.0224983520746,219,16.5057819660179,0,16.0224983520746
"17218",17,30.2702846378246,4377,"1","1135",0.792948718415573,1,0.001,7.42560261955035,7.42560261955035,13.5002814291243,219,13.5453392710889,0,13.5002814291243
"18218",18,29.022136351376,4378,"1","1436",0.532850263174623,1,0.001,10.6658210890872,10.6658210890872,16.6854428544175,219,16.1117144903466,0,16.6854428544175
"19218",19,30.3823424493467,4379,"1","1149",0.696436576079577,1,0.001,9.53132071344084,9.53132071344084,15.9076850178255,219,15.2113274810102,0,15.9076850178255
"20218",20,31.6720102016959,4380,"1","1514",0.856525672832504,1,0.001,9.6794912703403,9.6794912703403,15.2835754469649,219,16.4734149993366,0,15.2835754469649
"11061",1,29.471736440136,4381,"1","1899",0.205482770688832,1,0.001,9.2792965255574,9.2792965255574,16.3505260235929,220,16.3630459376009,0,16.3505260235929
"2219",2,30.737124231642,4382,"1","1702",0.492037729592994,1,0.001,10.9724272217197,10.9724272217197,16.3399580381401,220,16.6264788335064,0,16.3399580381401
"3219",3,22.0627651612401,4383,"1","521",0.333405455807224,2,0.002,10.3844891319815,10.3844891319815,15.3378745159725,220,16.057433804293,0,15.3378745159725
"4219",4,23.2209336512328,4384,"1","871",0.210985886864364,2,0.002,10.6120715781262,10.6120715781262,16.3100014759494,220,16.8101250183347,0,16.3100014759494
"5219",5,23.0868974979216,4385,"1","811",0.068579793674871,2,0.002,12.8206641475793,12.8206641475793,17.7537243189267,220,18.2282801396423,0,17.7537243189267
"6219",6,32.755928357053,4386,"1","1784",0.881160406162962,1,0.001,9.38264415432081,9.38264415432081,13.7714660785312,220,14.7231605149833,0,13.7714660785312
"7219",7,25.8923229741315,4387,"1","977",0.630381611874327,2,0.002,9.14849023994497,9.14849023994497,14.6021453690086,220,15.2351506939731,0,14.6021453690086
"8219",8,15.2738238193213,4388,"1","221",0.004999925848097,8,0.008,11.9171588996673,11.9171588996673,17.5094431273276,220,17.8743556139608,0,17.5094431273276
"9219",9,23.9638140688247,4389,"1","881",0.364043607376516,2,0.002,11.1356569020008,11.1356569020008,15.6493222166112,220,16.3896841830816,0,15.6493222166112
"10219",10,8.95060600625836,4390,"1","30",0.365083808545023,40,0.04,11.7305230090092,11.7305230090092,16.9612267527066,220,17.0980210095196,0,16.9612267527066
"11258",11,21.8639637150567,4391,"1","723",0.006795942783356,2,0.002,8.26372361328693,8.26372361328693,16.0498091549354,220,15.4764763411491,1,15.5125469159472
"12235",12,31.4837774451569,4392,"1","1632",0.791592161171138,1,0.001,6.85372967990048,6.85372967990048,15.3234037839183,220,15.2778828820633,0,15.3234037839183
"13222",13,31.0521818563729,4393,"1","1708",0.57261542417109,1,0.001,15.3327754327416,15.3327754327416,18.835347099583,220,19.0040140851435,0,18.835347099583
"14219",14,28.8045830294847,4394,"1","1564",0.414148636627942,1,0.001,9.5828562034029,9.5828562034029,16.2391518258168,220,15.651770944247,0,16.2391518258168
"15219",15,21.2029388346528,4395,"1","435",0.768182132160291,4,0.004,6.59947203656725,6.59947203656725,15.6080158901393,220,15.1326029929492,0,15.6080158901393
"16219",16,30.3516161996177,4396,"1","1476",0.630008424399421,1,0.001,9.6580837505327,9.6580837505327,15.62131350996,220,16.5057819660179,0,15.62131350996
"17219",17,30.2702846378246,4397,"1","1135",0.792948718415573,1,0.001,7.42560261955035,7.42560261955035,13.8977373799478,220,13.5453392710889,0,13.8977373799478
"18219",18,29.022136351376,4398,"1","1436",0.532850263174623,1,0.001,10.6658210890872,10.6658210890872,15.8964090428401,220,16.1117144903466,0,15.8964090428401
"19219",19,30.3823424493467,4399,"1","1149",0.696436576079577,1,0.001,9.53132071344084,9.53132071344084,15.2573786787115,220,15.2113274810102,0,15.2573786787115
"20219",20,31.6720102016959,4400,"1","1514",0.856525672832504,1,0.001,9.6794912703403,9.6794912703403,15.7552594336494,220,16.4734149993366,0,15.7552594336494
"11062",1,29.471736440136,4401,"1","1899",0.205482770688832,1,0.001,9.2792965255574,9.2792965255574,16.0454231028627,221,16.3630459376009,0,16.0454231028627
"2220",2,30.737124231642,4402,"1","1702",0.492037729592994,1,0.001,10.9724272217197,10.9724272217197,16.0900066963096,221,16.6264788335064,0,16.0900066963096
"3220",3,22.0627651612401,4403,"1","521",0.333405455807224,2,0.002,10.3844891319815,10.3844891319815,15.818863846268,221,16.057433804293,0,15.818863846268
"4220",4,23.2209336512328,4404,"1","871",0.210985886864364,2,0.002,10.6120715781262,10.6120715781262,17.292944695206,221,16.8101250183347,0,17.292944695206
"5220",5,23.0868974979216,4405,"1","811",0.068579793674871,2,0.002,12.8206641475793,12.8206641475793,17.9953259914357,221,18.2282801396423,0,17.9953259914357
"6220",6,32.755928357053,4406,"1","1784",0.881160406162962,1,0.001,9.38264415432081,9.38264415432081,13.8674255759828,221,14.7231605149833,0,13.8674255759828
"7220",7,25.8923229741315,4407,"1","977",0.630381611874327,2,0.002,9.14849023994497,9.14849023994497,14.5680608135135,221,15.2351506939731,0,14.5680608135135
"8220",8,15.2738238193213,4408,"1","221",0.004999925848097,8,0.008,11.9171588996673,11.9171588996673,17.6251064458124,221,17.8743556139608,0,17.6251064458124
"9220",9,23.9638140688247,4409,"1","881",0.364043607376516,2,0.002,11.1356569020008,11.1356569020008,15.1969285437265,221,16.3896841830816,0,15.1969285437265
"10220",10,8.95060600625836,4410,"1","30",0.365083808545023,40,0.04,11.7305230090092,11.7305230090092,18.0033257972612,221,17.0980210095196,0,18.0033257972612
"11259",11,21.8639637150567,4411,"1","723",0.006795942783356,2,0.002,8.26372361328693,8.26372361328693,15.90855050304,221,15.4764763411491,1,19.1844669333161
"12236",12,31.4837774451569,4412,"1","1632",0.791592161171138,1,0.001,6.85372967990048,6.85372967990048,14.250177389871,221,15.2778828820633,0,14.250177389871
"13223",13,31.0521818563729,4413,"1","1708",0.57261542417109,1,0.001,15.3327754327416,15.3327754327416,18.411433511418,221,19.0040140851435,0,18.411433511418
"14220",14,28.8045830294847,4414,"1","1564",0.414148636627942,1,0.001,9.5828562034029,9.5828562034029,15.7904107048448,221,15.651770944247,0,15.7904107048448
"15220",15,21.2029388346528,4415,"1","435",0.768182132160291,4,0.004,6.59947203656725,6.59947203656725,16.2041186760693,221,15.1326029929492,0,16.2041186760693
"16220",16,30.3516161996177,4416,"1","1476",0.630008424399421,1,0.001,9.6580837505327,9.6580837505327,16.2912597673861,221,16.5057819660179,0,16.2912597673861
"17220",17,30.2702846378246,4417,"1","1135",0.792948718415573,1,0.001,7.42560261955035,7.42560261955035,13.4521827362688,221,13.5453392710889,0,13.4521827362688
"18220",18,29.022136351376,4418,"1","1436",0.532850263174623,1,0.001,10.6658210890872,10.6658210890872,15.9260051025397,221,16.1117144903466,0,15.9260051025397
"19220",19,30.3823424493467,4419,"1","1149",0.696436576079577,1,0.001,9.53132071344084,9.53132071344084,15.6193366631721,221,15.2113274810102,0,15.6193366631721
"20220",20,31.6720102016959,4420,"1","1514",0.856525672832504,1,0.001,9.6794912703403,9.6794912703403,16.3507062452807,221,16.4734149993366,0,16.3507062452807
"11063",1,29.471736440136,4421,"1","1899",0.205482770688832,1,0.001,9.2792965255574,9.2792965255574,16.6583598950658,222,16.3630459376009,0,16.6583598950658
"2221",2,30.737124231642,4422,"1","1702",0.492037729592994,1,0.001,10.9724272217197,10.9724272217197,16.3714987396032,222,16.6264788335064,0,16.3714987396032
"3221",3,22.0627651612401,4423,"1","521",0.333405455807224,2,0.002,10.3844891319815,10.3844891319815,16.1163887651685,222,16.057433804293,0,16.1163887651685
"4221",4,23.2209336512328,4424,"1","871",0.210985886864364,2,0.002,10.6120715781262,10.6120715781262,16.6898645433354,222,16.8101250183347,0,16.6898645433354
"5221",5,23.0868974979216,4425,"1","811",0.068579793674871,2,0.002,12.8206641475793,12.8206641475793,17.9106553300188,222,18.2282801396423,0,17.9106553300188
"6221",6,32.755928357053,4426,"1","1784",0.881160406162962,1,0.001,9.38264415432081,9.38264415432081,14.7826081755595,222,14.7231605149833,0,14.7826081755595
"7221",7,25.8923229741315,4427,"1","977",0.630381611874327,2,0.002,9.14849023994497,9.14849023994497,15.4128202754651,222,15.2351506939731,0,15.4128202754651
"8221",8,15.2738238193213,4428,"1","221",0.004999925848097,8,0.008,11.9171588996673,11.9171588996673,18.3450668970092,222,17.8743556139608,0,18.3450668970092
"9221",9,23.9638140688247,4429,"1","881",0.364043607376516,2,0.002,11.1356569020008,11.1356569020008,15.3409269600152,222,16.3896841830816,0,15.3409269600152
"10221",10,8.95060600625836,4430,"1","30",0.365083808545023,40,0.04,11.7305230090092,11.7305230090092,18.1962496938971,222,17.0980210095196,0,18.1962496938971
"11260",11,21.8639637150567,4431,"1","723",0.006795942783356,2,0.002,8.26372361328693,8.26372361328693,16.4185406601939,222,15.4764763411491,1,7.79015791034953
"12237",12,31.4837774451569,4432,"1","1632",0.791592161171138,1,0.001,6.85372967990048,6.85372967990048,14.8123339145168,222,15.2778828820633,0,14.8123339145168
"13224",13,31.0521818563729,4433,"1","1708",0.57261542417109,1,0.001,15.3327754327416,15.3327754327416,18.6637268029111,222,19.0040140851435,0,18.6637268029111
"14221",14,28.8045830294847,4434,"1","1564",0.414148636627942,1,0.001,9.5828562034029,9.5828562034029,16.6463463518617,222,15.651770944247,0,16.6463463518617
"15221",15,21.2029388346528,4435,"1","435",0.768182132160291,4,0.004,6.59947203656725,6.59947203656725,15.5369664223071,222,15.1326029929492,0,15.5369664223071
"16221",16,30.3516161996177,4436,"1","1476",0.630008424399421,1,0.001,9.6580837505327,9.6580837505327,16.3053716846618,222,16.5057819660179,0,16.3053716846618
"17221",17,30.2702846378246,4437,"1","1135",0.792948718415573,1,0.001,7.42560261955035,7.42560261955035,13.4183127791706,222,13.5453392710889,0,13.4183127791706
"18221",18,29.022136351376,4438,"1","1436",0.532850263174623,1,0.001,10.6658210890872,10.6658210890872,16.3574772515135,222,16.1117144903466,0,16.3574772515135
"19221",19,30.3823424493467,4439,"1","1149",0.696436576079577,1,0.001,9.53132071344084,9.53132071344084,14.9128666710592,222,15.2113274810102,0,14.9128666710592
"20221",20,31.6720102016959,4440,"1","1514",0.856525672832504,1,0.001,9.6794912703403,9.6794912703403,16.0914174561439,222,16.4734149993366,0,16.0914174561439
"11064",1,29.471736440136,4441,"1","1899",0.205482770688832,1,0.001,9.2792965255574,9.2792965255574,16.819885794074,223,16.3630459376009,0,16.819885794074
"2222",2,30.737124231642,4442,"1","1702",0.492037729592994,1,0.001,10.9724272217197,10.9724272217197,17.2026178148407,223,16.6264788335064,0,17.2026178148407
"3222",3,22.0627651612401,4443,"1","521",0.333405455807224,2,0.002,10.3844891319815,10.3844891319815,16.5450746453611,223,16.057433804293,0,16.5450746453611
"4222",4,23.2209336512328,4444,"1","871",0.210985886864364,2,0.002,10.6120715781262,10.6120715781262,15.8114716558194,223,16.8101250183347,0,15.8114716558194
"5222",5,23.0868974979216,4445,"1","811",0.068579793674871,2,0.002,12.8206641475793,12.8206641475793,17.7364023988751,223,18.2282801396423,0,17.7364023988751
"6222",6,32.755928357053,4446,"1","1784",0.881160406162962,1,0.001,9.38264415432081,9.38264415432081,15.785084206565,223,14.7231605149833,0,15.785084206565
